Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-08-01,1723.75,1736.47,1714.65,1736.47,17726600
2022-08-02,1728.07,1728.48,1709.85,1713.61,20929200
2022-08-03,1702.13,1702.32,1679.92,1688.03,26680773
2022-08-04,1690.68,1697.16,1666.85,1674.37,27135908
2022-08-05,1685.3,1696.43,1643.02,1652.14,20530983
2022-08-08,1660.93,1695.78,1652.97,1695.78,17107654
2022-08-09,1695.54,1706.57,1682.49,1684.14,18163209
2022-08-10,1683.41,1702.17,1661.42,1694.11,19876119
2022-08-11,1705.23,1724.98,1690.24,1724.98,15942914
2022-08-12,1721.18,1737.25,1716.38,1735.07,16552361
2022-08-16,1739.62,1763.25,1730.05,1735,19652899
2022-08-17,1736.13,1736.8,1679.71,1682.93,19931686
2022-08-18,1683.89,1703.78,1672.48,1699.68,17686963
2022-08-19,1685.24,1698.82,1668.62,1673.4,22244791
2022-08-22,1669.2,1670.29,1630,1640.02,18508931
2022-08-23,1638.03,1667.41,1630.67,1656.77,34803232
2022-08-24,1655.38,1655.38,1616.14,1620.63,21709792
2022-08-25,1633.09,1650.7,1622.55,1632,26235784
2022-08-26,1635.66,1637.07,1596.06,1602.81,22812055
2022-08-29,1585.54,1585.54,1552.6,1573.35,21693935
2022-08-30,1578.24,1583.57,1532.85,1535.11,22574437
2022-08-31,1540.93,1548.25,1513.5,1528.22,49110518
2022-09-01,1522.52,1522.52,1462.59,1462.59,32437774
2022-09-02,1477.24,1506.54,1464.67,1505.75,35756213
2022-09-05,1496.88,1505.05,1482.29,1492.06,17618605
2022-09-06,1495.62,1504.64,1444.84,1452.86,23355729
2022-09-07,1445.54,1471.34,1431.36,1469.42,26613207
2022-09-08,1481.93,1494.98,1460.43,1473.18,23886627
2022-09-09,1487.5,1534.68,1487.5,1534.68,24748386
2022-09-12,1545.64,1561.98,1519.71,1561.97,22468627
2022-09-13,1569.03,1573.05,1515.19,1519.35,20718753
2022-09-14,1511.59,1531.76,1507.2,1528.29,20365590
2022-09-15,1533.17,1550.8,1523.79,1539.75,21703122
2022-09-16,1526.02,1529.2,1487.36,1501.91,65980080
2022-09-19,1498.57,1528.7,1496.79,1527.25,20046381
2022-09-20,1532.86,1546.5,1497.41,1497.41,18767383
2022-09-21,1495.76,1515.86,1488.25,1509.32,18511407
2022-09-22,1498.1,1526.89,1485.31,1518.19,16260020
2022-09-23,1518.03,1518.03,1453.76,1457.78,20614019
2022-09-26,1446.43,1450.7,1410.71,1433.08,33983566
2022-09-27,1443.23,1473.21,1443.23,1458.81,24474027
2022-09-28,1434.99,1440.66,1407.56,1435.37,27625844
2022-09-29,1446.35,1446.35,1375.19,1380.1,28897332
2022-09-30,1390.12,1396.76,1366.25,1377.91,30707088
2022-10-03,1379.8,1388.96,1344.02,1386.96,22655949
2022-10-04,1404.22,1449.81,1404.22,1449.81,28538316
2022-10-05,1449.73,1449.73,1418.03,1419.12,19373841
2022-10-06,1431.68,1449.55,1409.32,1417.82,22063616
2022-10-07,1414.41,1420.33,1398.86,1405.21,19811594
2022-10-10,1400.27,1400.29,1379.35,1379.49,22174183
2022-10-11,1377.66,1405.98,1360.7,1381.84,22459545
2022-10-12,1389.02,1391.14,1369.65,1377.19,30585927
2022-10-13,1378.57,1381.48,1337.71,1358.5,34529970
2022-10-14,1383.1,1409.55,1381.49,1397.23,30197595
2022-10-17,1400.06,1418.65,1384.6,1414.06,18743378
2022-10-18,1416.66,1440.9,1414.9,1427.68,32706525
2022-10-19,1430.17,1430.17,1395.73,1397.66,23562539
2022-10-20,1399.59,1429.16,1385.16,1426.52,34177300
2022-10-21,1421.96,1424.9,1397.28,1411.62,19440638
2022-10-24,1421.4,1445.85,1411.21,1433.21,21876696
2022-10-25,1438.79,1450.33,1422.44,1444.02,28561581
2022-10-26,1447.28,1487.6,1443.41,1487.6,26958268
2022-10-27,1489.37,1506.74,1474.43,1506.74,32523157
2022-10-28,1498.03,1516.82,1481.23,1508.7,49191032
2022-10-31,1511.96,1536.28,1506.41,1536.28,25373927
2022-11-02,1545.19,1573.97,1545.19,1573.97,31271842
2022-11-03,1553.61,1559.97,1538.04,1559.55,21905465
2022-11-04,1569.01,1612.09,1569.01,1601.27,28788061
2022-11-07,1605.03,1637.37,1600.71,1618.14,32832261
2022-11-08,1616.98,1644.75,1602.48,1644.75,19908655
2022-11-09,1643.42,1658.52,1638.45,1644.12,19875135
2022-11-10,1637.91,1692.72,1619.03,1690.38,26891723
2022-11-14,1697.88,1759.79,1697.88,1743.89,39847665
2022-11-15,1750.6,1784.76,1728.17,1769.55,28298319
2022-11-16,1747.81,1761.51,1731.46,1741.17,26924613
2022-11-17,1744.07,1750.96,1695.8,1708.23,25406383
2022-11-18,1709.68,1726.63,1689.34,1707.23,21001372
2022-11-21,1706.43,1706.47,1683.15,1685.5,20863822
2022-11-22,1687.07,1729.95,1681.78,1717.75,18175395
2022-11-23,1724.5,1737.75,1707.01,1713.61,19222341
2022-11-24,1724.66,1753.95,1721.85,1753.95,19393501
2022-11-25,1752.36,1764.57,1736.75,1755.69,15614476
2022-11-28,1748.68,1748.84,1728.74,1728.74,19482673
2022-11-29,1740.55,1744.71,1718.31,1736.19,27851833
2022-11-30,1741.22,1756.95,1727.88,1736.26,127493895
2022-12-01,1754.83,1766.38,1741.13,1766.38,34260461
2022-12-02,1765.02,1765.02,1730.43,1733.46,27956510
2022-12-05,1738.95,1766.04,1738.95,1746.54,14516580
2022-12-06,1741.86,1741.86,1722.72,1733.59,15849699
2022-12-07,1730.5,1739.05,1720.19,1735.66,14506821
2022-12-08,1735.17,1735.41,1715.72,1725.66,14817278
2022-12-09,1730.18,1735.76,1717,1730.16,15019500
2022-12-12,1729.82,1759.39,1714.22,1755.34,14740130
2022-12-13,1758.54,1803.6,1742.11,1784.67,22169301
2022-12-14,1785.11,1793.02,1778.37,1787.37,17004527
2022-12-15,1778.9,1778.9,1746.02,1756.52,18698018
2022-12-16,1746.54,1755.89,1726.58,1741.3,41764081
2022-12-19,1739.9,1754.27,1737.5,1743.24,12353029
2022-12-20,1732.8,1763.2,1724.41,1763.2,12410849
2022-12-21,1761.88,1786.56,1754.46,1786.1,15400718
2022-12-22,1786.63,1796.05,1774.71,1780.07,10579489
2022-12-23,1778.58,1782.76,1769.41,1780.27,8034718
2022-12-27,1788.67,1792.82,1762.64,1765.87,6876220
2022-12-28,1764.3,1776.98,1757.71,1767.88,10436182
2022-12-29,1768.98,1802.2,1763.44,1802.2,10649283
2022-12-30,1797.53,1797.86,1786.56,1792.01,8999274
2023-01-02,1794.52,1811.64,1786.7,1791.47,5343204
2023-01-03,1794.13,1835.15,1791.98,1824.82,22121560
2023-01-04,1826.17,1856.63,1824.74,1855.05,19715380
2023-01-05,1851.86,1887.05,1843.35,1856.05,28214946
2023-01-09,1873.58,1912.84,1873.58,1912.47,33642083
2023-01-10,1904.63,1940.96,1890.53,1937.98,25039050
2023-01-11,1936.39,1955.44,1912.55,1914.74,25924632
2023-01-12,1919.28,1950.83,1919.28,1930.79,32879763
2023-01-13,1932.38,1939.83,1910.13,1923.44,18128731
2023-01-16,1924.89,1944.2,1901.5,1933.08,18386777
2023-01-17,1928.12,1932.16,1898.34,1904.51,19449736
2023-01-18,1906.99,1928.89,1894.82,1913.25,33787784
2023-01-19,1900.37,1903.17,1869.14,1889.84,31488410
2023-01-20,1895.41,1901.03,1879.51,1892.32,21735938
2023-01-23,1899.2,1928.67,1899.2,1923.15,18780276
2023-01-24,1928.95,1945.78,1912.85,1918.6,18021838
2023-01-25,1906.22,1906.22,1879.52,1886.24,20432082
2023-01-26,1900.83,1920.18,1892.13,1911.61,16709511
2023-01-27,1916.61,1925.94,1909.33,1911.5,16290933
2023-01-30,1909.48,1909.48,1882.38,1889.82,15589284
2023-01-31,1886.96,1905.89,1876.42,1902.25,24133015
2023-02-01,1903.59,1911.39,1871.93,1871.93,22199674
2023-02-02,1886.33,1919.26,1882.56,1903.79,26007892
2023-02-03,1903.48,1917.69,1896.18,1906.13,18912038
2023-02-06,1902.31,1902.31,1863.26,1864.76,15983401
2023-02-07,1869.42,1877.28,1858.79,1870.87,14142774
2023-02-08,1882.32,1898.52,1882.32,1886.68,13396896
2023-02-09,1892.88,1912.32,1889.24,1896.24,12167375
2023-02-10,1891.84,1891.84,1838.33,1848.04,19717621
2023-02-13,1855.31,1863.95,1837.88,1853.29,13482430
2023-02-14,1858.47,1868.44,1841.76,1852.67,12571402
2023-02-15,1850.59,1871.47,1844.73,1870.03,11203817
2023-02-16,1872.93,1883.67,1841.85,1865.51,18647941
2023-02-17,1859.27,1867.81,1846.46,1859.26,14925672
2023-02-20,1860.87,1863.76,1842.43,1849.48,9560418
2023-02-21,1847.82,1847.82,1813.26,1825.89,14625476
2023-02-22,1822.56,1823.79,1786.67,1796.87,17929916
2023-02-23,1797.8,1826.45,1797.8,1824.76,13122671
2023-02-24,1828.33,1832.76,1802.1,1807.31,11536841
2023-02-27,1810.71,1828.27,1806.5,1820.79,8394196
2023-02-28,1821.3,1847.94,1810.98,1847.94,27049126
2023-03-01,1855.26,1868.54,1845.77,1856.22,16207612
2023-03-02,1850.34,1850.34,1813.37,1817.77,16033310
2023-03-03,1821.93,1841.85,1820.13,1841.85,12693089
2023-03-06,1849.05,1878.93,1849.05,1873.63,13145268
2023-03-07,1870.17,1883.31,1853.4,1853.4,12943645
2023-03-08,1853.32,1864.49,1842.48,1860.83,12133062
2023-03-09,1859.12,1859.12,1835.94,1835.94,10603394
2023-03-10,1820.21,1820.21,1786.18,1799.58,16072659
2023-03-13,1805.3,1814.07,1733.83,1753.3,22597089
2023-03-14,1752.13,1769.37,1737.77,1755.3,18607938
2023-03-15,1761.1,1766.16,1702.2,1707.42,20763488
2023-03-16,1718.65,1727.07,1669.53,1706.55,26682158
2023-03-17,1716.42,1730.29,1671.67,1678.16,37077467
2023-03-20,1671.55,1689.36,1626.01,1686.56,21357470
2023-03-21,1694.95,1724.01,1694.95,1719.16,23349958
2023-03-22,1721.09,1732.74,1704.93,1707.29,16424086
2023-03-23,1706.81,1714.42,1680.9,1705.91,12509380
2023-03-24,1700.07,1700.07,1661.51,1670.18,16319241
2023-03-27,1684.13,1695.07,1665.93,1686.96,10210972
2023-03-28,1694.46,1712.77,1686.26,1694.12,14047878
2023-03-29,1701.93,1712.3,1685.64,1709.39,16053905
2023-03-30,1715.56,1764.19,1715.56,1763.29,26179385
2023-03-31,1768.95,1776.97,1754.07,1758.56,18837644
